Year,Subject,Assessment Description,Student ID,Location,Enrollment Grade,Grade Equivalent,Grade Mismatch,Gender,Ethnicity,Economically Disadvantaged,ELL Eligible,Former ELL,ELL Duration,NYSESLAT Eligible,Disability,Former SWD,NYSAA Eligible,Homeless,In Foster Care,Parent In Armed Forces,Immigrant,Crisis/Disaster Student Displacement Code,Crisis Name,Standard Achieved,Score,Platform,CBT Not Tested Reason
2021-2022,ELA,Grade 6 ELA,247352743,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Asian,YES,YES,,,,,,,,,,,,,Level 2,590,PBT,
2021-2022,ELA,Grade 7 ELA,235056298,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,602,PBT,
2021-2022,ELA,Grade 7 ELA,245135710,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,White,YES,YES,,,,,,,,,,,,,Level 2,602,PBT,
2021-2022,ELA,Grade 8 ELA,250319696,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,596,PBT,
2021-2022,ELA,Grade 6 ELA,236644407,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,,,,,,,,,,,,,,,Level 3,602,PBT,
2021-2022,ELA,Grade 7 ELA,234871507,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,603,PBT,
2021-2022,ELA,Grade 6 ELA,236750501,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Hispanic or Latino,YES,YES,,,,Learning Disability,,,,,,,,,Level 1,567,PBT,
2021-2022,ELA,Grade 6 ELA,220150718,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,Autism,,,,,,,,,Level 1,588,PBT,
2021-2022,ELA,Grade 7 ELA,233871755,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 2,591,PBT,
2021-2022,ELA,Grade 7 ELA,233603992,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 3,607,PBT,
2021-2022,ELA,Grade 8 ELA,233774645,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,603,PBT,
2021-2022,ELA,Grade 6 ELA,207405754,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,586,PBT,
2021-2022,ELA,Grade 6 ELA,244426979,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,598,PBT,
2021-2022,ELA,Grade 6 ELA,235180239,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,Autism,,,,,,,,,Level 3,608,PBT,
2021-2022,ELA,Grade 8 ELA,237899117,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,607,PBT,
2021-2022,ELA,Grade 6 ELA,237334206,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,YES,,,,,,Level 3,608,PBT,
2021-2022,ELA,Grade 7 ELA,235720950,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 4,639,PBT,
2021-2022,ELA,Grade 7 ELA,234359503,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,618,PBT,
2021-2022,ELA,Grade 8 ELA,231020561,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,599,PBT,
2021-2022,ELA,Grade 6 ELA,238213706,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,611,PBT,
2021-2022,ELA,Grade 7 ELA,234563583,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,592,PBT,
2021-2022,ELA,Grade 6 ELA,236463873,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,611,PBT,
2021-2022,ELA,Grade 7 ELA,203178801,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,,,,,,,,,,,,,,,Level 2,603,PBT,
2021-2022,ELA,Grade 6 ELA,237310073,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,,,,,,,,,,,,,,,Level 1,567,PBT,
2021-2022,ELA,Grade 7 ELA,237976162,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,595,PBT,
2021-2022,ELA,Grade 6 ELA,236335600,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 1,588,PBT,
2021-2022,ELA,Grade 8 ELA,207506726,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,,,,,,,,,,,,,,,Level 3,614,PBT,
2021-2022,ELA,Grade 6 ELA,237649678,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 1,586,PBT,
2021-2022,ELA,Grade 6 ELA,237725403,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 4,614,PBT,
2021-2022,ELA,Grade 6 ELA,239950421,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,YES,,,,,Level 4,616,PBT,
2021-2022,ELA,Grade 8 ELA,238054456,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 4,621,PBT,
2021-2022,ELA,Grade 6 ELA,255126914,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Hispanic or Latino,YES,,,,,,,,YES,,,,,,Level 4,626,PBT,
2021-2022,ELA,Grade 7 ELA,209813872,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 1,578,PBT,
2021-2022,ELA,Grade 8 ELA,234900561,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,612,PBT,
2021-2022,ELA,Grade 7 ELA,234615052,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,YES,,,,,,Level 2,602,PBT,
2021-2022,ELA,Grade 7 ELA,237046503,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,Speech or Language Impairment,,,YES,,,,,,Level 2,591,PBT,
2021-2022,ELA,Grade 8 ELA,206111551,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,603,PBT,
2021-2022,ELA,Grade 8 ELA,237899208,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 4,625,PBT,
2021-2022,ELA,Grade 7 ELA,207501750,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,597,PBT,
2021-2022,ELA,Grade 6 ELA,236580064,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,592,PBT,
2021-2022,ELA,Grade 6 ELA,245717665,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,596,PBT,
2021-2022,ELA,Grade 7 ELA,245717673,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,603,PBT,
2021-2022,ELA,Grade 6 ELA,235441763,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,604,PBT,
2021-2022,ELA,Grade 8 ELA,233274794,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,,,,,,,,,,,,,,,Level 2,591,PBT,
2021-2022,ELA,Grade 6 ELA,237564513,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 4,616,PBT,
2021-2022,ELA,Grade 7 ELA,204994974,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Hispanic or Latino,YES,YES,,,,,,,,,,,,,Level 1,589,PBT,
2021-2022,ELA,Grade 7 ELA,222713018,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Hispanic or Latino,,,,,,,,,,,,,,,Level 4,632,PBT,
2021-2022,ELA,Grade 7 ELA,244819660,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,605,PBT,
2021-2022,ELA,Grade 8 ELA,209827088,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,607,PBT,
2021-2022,ELA,Grade 7 ELA,238056683,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,593,PBT,
2021-2022,ELA,Grade 7 ELA,233200112,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,YES,,,,,Level 4,623,PBT,
2021-2022,ELA,Grade 8 ELA,208470914,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,601,PBT,
2021-2022,ELA,Grade 6 ELA,235905155,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Multiracial,YES,,,,,,,,,,,,,,Level 4,614,PBT,
2021-2022,ELA,Grade 8 ELA,235252194,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Multiracial,YES,,,,,,,,,,,,,,Level 2,589,PBT,
2021-2022,ELA,Grade 7 ELA,234808160,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,613,PBT,
2021-2022,ELA,Grade 6 ELA,236034039,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,YES,,,,,,Level 2,592,PBT,
2021-2022,ELA,Grade 8 ELA,225825884,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,592,PBT,
2021-2022,ELA,Grade 7 ELA,203476320,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,611,PBT,
2021-2022,ELA,Grade 7 ELA,235304391,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,YES,,,,,,,,,,,,,Level 3,611,PBT,
2021-2022,ELA,Grade 6 ELA,207776329,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,602,PBT,
2021-2022,ELA,Grade 7 ELA,228909339,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,602,PBT,
2021-2022,ELA,Grade 8 ELA,234091783,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,,,,,,Autism,,,,,,,,,Level 2,586,PBT,
2021-2022,ELA,Grade 8 ELA,216533729,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 4,617,PBT,
2021-2022,ELA,Grade 6 ELA,247129703,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,YES,,,,,,,YES,,,,,,Level 3,602,PBT,
2021-2022,ELA,Grade 7 ELA,238479703,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,YES,,,Emotional Disturbance,,,,,,,,,Level 2,595,PBT,
2021-2022,ELA,Grade 7 ELA,226856839,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Hispanic or Latino,YES,,,,,,,,YES,,,,,,Level 4,632,PBT,
2021-2022,ELA,Grade 6 ELA,247169717,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 1,588,PBT,
2021-2022,ELA,Grade 6 ELA,235096955,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,YES,,,,,,Level 3,602,PBT,
2021-2022,ELA,Grade 8 ELA,208735357,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,596,PBT,
2021-2022,ELA,Grade 7 ELA,237448568,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,603,PBT,
2021-2022,ELA,Grade 8 ELA,252913173,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 1,580,PBT,
2021-2022,ELA,Grade 6 ELA,255084659,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,611,PBT,
2021-2022,ELA,Grade 7 ELA,237158571,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 2,591,PBT,
2021-2022,ELA,Grade 8 ELA,100969847,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Hispanic or Latino,YES,,,,,,,,YES,,,,,,Level 2,594,PBT,
2021-2022,ELA,Grade 8 ELA,244769998,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Hispanic or Latino,YES,YES,,,,,,,,,,,,,Level 2,601,PBT,
2021-2022,ELA,Grade 8 ELA,237897947,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,609,PBT,
2021-2022,ELA,Grade 8 ELA,205695026,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,,,,,,Learning Disability,,,,,,,,,Level 3,607,PBT,
2021-2022,ELA,Grade 8 ELA,205695018,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,,,,,,,,,,,,,,,Level 4,617,PBT,
2021-2022,ELA,Grade 7 ELA,235417912,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,YES,,,,,,,,,,,,Level 3,615,PBT,
2021-2022,ELA,Grade 6 ELA,219537792,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,596,PBT,
2021-2022,ELA,Grade 8 ELA,227888146,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 2,597,PBT,
2021-2022,ELA,Grade 7 ELA,234837052,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Multiracial,YES,,,,,,,,,,,,,,Level 1,589,PBT,
2021-2022,ELA,Grade 8 ELA,209433416,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,603,PBT,
2021-2022,ELA,Grade 8 ELA,229870506,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,594,PBT,
2021-2022,ELA,Grade 6 ELA,223377599,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,606,PBT,
2021-2022,ELA,Grade 7 ELA,230096752,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Hispanic or Latino,YES,YES,,,,Speech or Language Impairment,,,,,,,,,Level 2,605,PBT,
2021-2022,ELA,Grade 8 ELA,206379513,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 2,589,PBT,
2021-2022,ELA,Grade 7 ELA,209813237,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 1,541,PBT,
2021-2022,ELA,Grade 6 ELA,239847569,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,American Indian or Alaska Native,YES,,,,,,,,,,,,,,Level 4,619,PBT,
2021-2022,ELA,Grade 6 ELA,234494359,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 4,619,PBT,
2021-2022,ELA,Grade 8 ELA,255280489,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,591,PBT,
2021-2022,ELA,Grade 8 ELA,204532733,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,Other Health Impairment,,,,,,,,,Level 1,530,PBT,
2021-2022,ELA,Grade 8 ELA,206839110,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,587,PBT,
2021-2022,ELA,Grade 7 ELA,224113993,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,609,PBT,
2021-2022,ELA,Grade 7 ELA,237187083,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 1,567,PBT,
2021-2022,ELA,Grade 8 ELA,206402844,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,Autism,,,,,,,,,Level 1,582,PBT,
2021-2022,ELA,Grade 8 ELA,215416686,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 4,617,PBT,
2021-2022,ELA,Grade 6 ELA,237805478,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,608,PBT,
2021-2022,ELA,Grade 7 ELA,228676490,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 2,600,PBT,
2021-2022,ELA,Grade 8 ELA,234122497,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,594,PBT,
2021-2022,ELA,Grade 8 ELA,234153591,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,587,PBT,
2021-2022,ELA,Grade 8 ELA,250652393,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Hispanic or Latino,YES,,,,,Learning Disability,,,,,,,,,Level 2,601,PBT,
2021-2022,ELA,Grade 6 ELA,220047377,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 2,592,PBT,
2021-2022,ELA,Grade 7 ELA,232065888,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 1,584,PBT,
2021-2022,ELA,Grade 8 ELA,223047408,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 1,548,PBT,
2021-2022,ELA,Grade 8 ELA,243769692,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,YES,,,,,,Level 1,572,PBT,
2021-2022,ELA,Grade 6 ELA,218892131,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Hispanic or Latino,YES,YES,,,,,,,,,,,,,Level 3,608,PBT,
2021-2022,ELA,Grade 7 ELA,234301901,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 4,623,PBT,
2021-2022,ELA,Grade 6 ELA,238254817,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 4,626,PBT,
2021-2022,ELA,Grade 8 ELA,233788280,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,603,PBT,
2021-2022,ELA,Grade 6 ELA,236418935,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 1,588,PBT,
2021-2022,ELA,Grade 8 ELA,233257609,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,597,PBT,
2021-2022,ELA,Grade 6 ELA,239780109,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 4,614,PBT,
2021-2022,ELA,Grade 6 ELA,207601097,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,606,PBT,
2021-2022,ELA,Grade 8 ELA,233231752,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 1,580,PBT,
2021-2022,ELA,Grade 8 ELA,233379312,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 4,617,PBT,
2021-2022,ELA,Grade 8 ELA,233627439,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,572,PBT,
2021-2022,ELA,Grade 6 ELA,238196950,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,604,PBT,
2021-2022,ELA,Grade 8 ELA,229731682,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 1,567,PBT,
2021-2022,ELA,Grade 8 ELA,236853982,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,599,PBT,
2021-2022,ELA,Grade 8 ELA,237919949,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,603,PBT,
2021-2022,ELA,Grade 7 ELA,224240663,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,,,,,,,,,,,,,,,Level 2,603,PBT,
2021-2022,ELA,Grade 6 ELA,235395233,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 4,614,PBT,
2021-2022,ELA,Grade 8 ELA,233258862,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,Learning Disability,,,YES,,,,,,Level 1,569,PBT,
2021-2022,ELA,Grade 7 ELA,234836906,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 2,592,PBT,
2021-2022,ELA,Grade 6 ELA,237496799,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,YES,,,,,,Level 1,582,PBT,
2021-2022,ELA,Grade 6 ELA,237198700,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 1,572,PBT,
2021-2022,ELA,Grade 6 ELA,235388014,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 4,614,PBT,
2021-2022,ELA,Grade 8 ELA,228768693,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,592,PBT,
2021-2022,ELA,Grade 6 ELA,236411849,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 3,606,PBT,
2021-2022,ELA,Grade 7 ELA,235066677,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,602,PBT,
2021-2022,ELA,Grade 6 ELA,236100913,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,596,PBT,
2021-2022,ELA,Grade 7 ELA,237146147,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Hispanic or Latino,YES,YES,,,,,,,,,,,,,Level 1,576,PBT,
2021-2022,ELA,Grade 6 ELA,238054928,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,600,PBT,
2021-2022,ELA,Grade 6 ELA,237316112,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 1,553,PBT,
2021-2022,ELA,Grade 8 ELA,233739911,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Hispanic or Latino,YES,YES,,,,,,,,,,,,,Level 1,576,PBT,
2021-2022,ELA,Grade 7 ELA,235553716,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 3,618,PBT,
2021-2022,ELA,Grade 7 ELA,234359438,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,598,PBT,
2021-2022,ELA,Grade 6 ELA,238064026,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 4,622,PBT,
2021-2022,ELA,Grade 8 ELA,206952434,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,,,,,,,,,,,,,,,Level 1,582,PBT,
2021-2022,ELA,Grade 8 ELA,234300416,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,567,PBT,
2021-2022,ELA,Grade 6 ELA,237163860,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 1,570,PBT,
2021-2022,ELA,Grade 7 ELA,243769700,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,YES,,,,,,Level 3,607,PBT,
2021-2022,ELA,Grade 7 ELA,243769676,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,Learning Disability,,,YES,,,,,,Level 1,570,PBT,
2021-2022,ELA,Grade 8 ELA,255067837,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,,,,,,,,,,,,,,,Level 4,617,PBT,
2021-2022,ELA,Grade 7 ELA,233888569,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,598,PBT,
2021-2022,ELA,Grade 6 ELA,234176295,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,596,PBT,
2021-2022,ELA,Grade 8 ELA,229374236,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,597,PBT,
2021-2022,ELA,Grade 7 ELA,235399979,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,595,PBT,
